corpus,record,prefix,k,model,user,both
C3,2290_4_353_4,25,2,True,False,False
C3,2292_180_181_6,25,2,False,False,False
C3,2293_146_575_35,25,2,True,False,False
C3,2294_599_1123_17,25,2,False,False,False
C3,2294_599_1123_17,35,2,False,False,False
C3,2295_27_28_34,25,2,True,True,True
C3,2295_27_28_34,35,2,True,False,False
C3,2297_857_146_50,25,2,True,False,False
C3,2298_145_181_37,25,2,False,False,False
C3,2299_692_693_54,25,2,True,False,False
C3,22_679_680_54,25,2,True,False,False
C3,22_679_680_54,35,2,True,False,False
C3,2301_145_146_0,25,2,False,False,False
C3,2301_145_146_0,35,2,True,True,True
C3,2302_857_181_49,25,2,False,True,False
C3,2302_857_181_49,35,2,True,True,True
C3,2303_715_612_46,25,2,False,True,False
C3,2305_400_1059_3,25,2,False,False,False
C3,2306_1024_1389_58,25,2,True,False,False
C3,2307_693_661_46,25,2,False,False,False
C3,2308_314_315_60,25,2,False,True,False
C3,2308_314_315_60,35,2,True,False,False
C3,2309_400_207_50,25,2,False,False,False
C3,230_210_153_55,25,2,False,True,False
C3,2310_204_876_50,25,2,True,False,False
C3,2311_946_791_35,25,2,True,False,False
C3,2313_143_207_0,25,2,False,True,False
C3,2315_985_403_33,25,2,False,False,False
C3,2316_1069_70_33,25,2,False,False,False
C3,2316_1069_70_33,35,2,False,False,False
C3,2317_577_724_6,25,2,False,False,False
C3,2318_868_1251_33,25,2,True,False,False
C3,2318_868_1251_33,35,2,True,False,False
C3,2319_253_254_43,25,2,False,False,False
C3,231_292_293_53,25,2,False,True,False
C3,2321_259_403_12,25,2,False,False,False
C3,2322_505_71_41,25,2,False,False,False
C3,2323_1119_1069_25,25,2,False,False,False
C3,2324_70_577_41,25,2,False,False,False
C3,2325_1143_726_35,25,2,True,False,False
C3,2326_253_71_35,25,2,False,False,False
C3,2327_868_70_50,25,2,False,True,False
C3,2328_577_715_35,25,2,False,False,False
C3,2329_1230_467_35,25,2,False,False,False
C3,232_215_633_36,25,2,False,False,False
C3,232_215_633_36,35,2,False,False,False
C3,2330_1069_726_35,25,2,True,False,False
C3,2331_1143_868_8,25,2,False,False,False
C3,2332_70_71_8,25,2,False,False,False
C3,2332_70_71_8,35,2,False,True,False
C3,2333_1069_1230_36,25,2,False,True,False
C3,2334_467_868_8,25,2,True,False,False
C3,2335_551_552_8,25,2,True,False,False
C3,2337_868_715_28,25,2,False,True,False
C3,2338_1230_551_53,25,2,False,False,False
C3,2339_467_552_53,25,2,True,False,False
C3,233_210_500_53,25,2,False,False,False
C3,2340_71_467_29,25,2,True,True,True
C3,2341_552_1230_29,25,2,False,False,False
C3,2342_551_715_29,25,2,False,True,False
C3,2342_551_715_29,35,2,False,True,False
C3,2343_467_468_29,25,2,False,True,False
C3,2344_551_396_15,25,2,False,False,False
C3,2344_551_396_15,35,2,False,False,False
C3,2345_308_309_15,25,2,False,False,False
C3,2345_308_309_15,35,2,False,True,False
C3,2346_551_815_35,25,2,True,True,True
C3,2347_309_1475_35,25,2,False,True,False
C3,2348_308_468_35,25,2,False,True,False
C3,2349_965_966_38,25,2,False,True,False
C3,234_286_211_9,25,2,False,False,False
C3,2350_308_889_38,25,2,True,False,False
C3,2350_308_889_38,35,2,True,False,False
C3,2351_866_873_36,25,2,False,False,False
C3,2352_866_549_46,25,2,False,False,False
C3,2354_966_1008_38,25,2,False,False,False
C3,2356_889_866_38,25,2,False,False,False
C3,2358_361_1062_53,25,2,True,True,True
C3,2358_361_1062_53,35,2,True,True,True
C3,2359_866_367_10,25,2,False,False,False
C3,235_722_500_30,25,2,False,False,False
C3,2360_873_1062_26,25,2,True,False,False
C3,2360_873_1062_26,35,2,False,False,False
C3,2361_212_361_10,25,2,False,False,False
C3,2362_367_1062_35,25,2,False,False,False
C3,2363_583_249_38,25,2,True,False,False
C3,2364_1057_1062_34,25,2,True,False,False
C3,2364_1057_1062_34,35,2,True,False,False
C3,2365_1078_887_22,25,2,True,True,True
C3,2366_534_343_60,25,2,False,True,False
C3,2367_600_249_59,25,2,False,False,False
C3,2368_583_1062_11,25,2,False,True,False
C3,2369_361_611_38,25,2,False,False,False
C3,236_892_827_28,25,2,False,False,False
C3,2370_887_249_19,25,2,False,False,False
C3,2371_878_249_28,25,2,True,True,True
C3,2372_887_965_6,25,2,False,False,False
C3,2373_249_250_46,25,2,False,True,False
C3,2373_249_250_46,35,2,True,True,True
C3,2375_670_1119_22,25,2,False,False,False
C3,2376_583_343_37,25,2,False,False,False
C3,2377_1269_1270_27,25,2,False,False,False
C3,2378_1214_841_50,25,2,False,False,False
C3,2379_205_1294_50,25,2,False,False,False
C3,237_595_615_14,25,2,True,True,True
C3,2380_430_431_37,25,2,False,False,False
C3,2381_1486_1487_22,25,2,False,False,False
C3,2381_1486_1487_22,35,2,False,False,False
C3,2382_204_1294_0,25,2,False,True,False
C3,2383_1047_819_0,25,2,False,True,False
C3,2384_752_925_36,25,2,False,True,False
C3,2385_958_959_36,25,2,False,True,False
C3,2386_786_1255_58,25,2,False,False,False
C3,2387_1417_1436_35,25,2,False,False,False
C3,2388_819_772_58,25,2,False,False,False
C3,2389_78_79_28,25,2,False,False,False
C3,238_80_294_6,25,2,False,False,False
C3,2390_73_938_44,25,2,False,True,False
C3,2391_772_169_44,25,2,False,False,False
C3,2392_819_205_44,25,2,True,False,False
C3,2393_772_316_41,25,2,True,True,True
C3,2394_482_1039_34,25,2,False,True,False
C3,2395_1417_819_34,25,2,False,False,False
C3,2395_1417_819_34,35,2,False,False,False
C3,2396_205_1498_34,25,2,True,False,False
C3,2397_431_984_18,25,2,True,True,True
C3,2398_1273_167_4,25,2,True,True,True
C3,2398_1273_167_4,35,2,True,False,False
C3,2399_204_205_36,25,2,False,False,False
C3,239_862_1064_6,25,2,False,True,False
C3,239_862_1064_6,35,2,False,False,False
C3,23_113_954_23,25,2,True,False,False
C3,23_113_954_23,35,2,True,False,False
C3,2400_984_147_4,25,2,True,False,False
C3,2401_772_1003_34,25,2,False,False,False
C3,2403_417_431_27,25,2,False,False,False
C3,2403_417_431_27,35,2,False,True,False
C3,2405_628_649_55,25,2,False,True,False
C3,2405_628_649_55,35,2,True,False,False
C3,2406_758_222_44,25,2,False,False,False
C3,2407_1215_417_21,25,2,False,False,False
C3,2408_194_1471_56,25,2,False,False,False
C3,2408_194_1471_56,35,2,True,False,False
C3,2409_1148_1149_56,25,2,False,False,False
C3,240_210_211_9,25,2,False,True,False
C3,2411_859_1196_35,25,2,False,True,False
C3,2411_859_1196_35,35,2,False,True,False
C3,2412_1148_87_35,25,2,False,False,False
C3,2415_194_195_42,25,2,False,False,False
C3,2416_583_841_0,25,2,True,True,True
C3,2417_870_871_2,25,2,False,False,False
C3,2418_628_629_4,25,2,False,False,False
C3,2419_180_859_22,25,2,True,False,False
C3,241_595_215_9,25,2,False,True,False
C3,2420_629_870_9,25,2,False,False,False
C3,2421_955_907_14,25,2,False,False,False
C3,2423_194_841_36,25,2,False,False,False
C3,2424_1185_629_1,25,2,False,False,False
C3,2425_1101_538_6,25,2,False,False,False
C3,2426_1113_1114_2,25,2,False,False,False
C3,2426_1113_1114_2,35,2,True,False,False
C3,2428_907_986_1,25,2,False,True,False
C3,2429_1455_1456_1,25,2,False,False,False
C3,2429_1455_1456_1,35,2,True,False,False
C3,242_836_837_29,25,2,False,True,False
C3,2430_537_538_40,25,2,False,False,False
C3,2431_907_908_58,25,2,False,False,False
C3,2433_244_1239_52,25,2,True,False,False
C3,2433_244_1239_52,35,2,True,False,False
C3,2434_498_465_52,25,2,False,False,False
C3,2435_1430_1356_47,25,2,False,True,False
C3,2435_1430_1356_47,35,2,False,False,False
C3,2436_498_505_47,25,2,True,False,False
C3,2438_64_498_53,25,2,False,False,False
C3,2439_465_1430_5,25,2,False,False,False
C3,2440_1381_466_5,25,2,False,True,False
C3,2440_1381_466_5,35,2,False,True,False
C3,2441_498_1430_38,25,2,False,False,False
C3,2442_64_65_5,25,2,True,False,False
C3,2443_465_65_28,25,2,False,False,False
C3,2444_465_466_16,25,2,False,False,False
C3,2445_512_513_4,25,2,False,False,False
C3,2445_512_513_4,35,2,False,False,False
C3,2447_513_466_39,25,2,False,False,False
C3,2447_513_466_39,35,2,False,False,False
C3,2448_1356_253_12,25,2,False,False,False
C3,2449_971_886_12,25,2,False,False,False
C3,2449_971_886_12,35,2,False,False,False
C3,244_1263_596_29,25,2,False,False,False
C3,2450_513_1356_26,25,2,False,True,False
C3,2450_513_1356_26,35,2,False,False,False
C3,2451_710_1080_22,25,2,False,False,False
C3,2451_710_1080_22,35,2,False,False,False
C3,2453_103_104_22,25,2,False,False,False
C3,2454_710_886_22,25,2,False,True,False
C3,2455_971_1253_60,25,2,False,False,False
C3,2455_971_1253_60,35,2,False,True,False
C3,2457_103_1356_53,25,2,False,True,False
C3,2458_710_512_53,25,2,False,False,False
C3,2460_104_367_38,25,2,True,False,False
C3,2461_530_531_38,25,2,False,False,False
C3,2462_353_1356_38,25,2,False,False,False
C3,2463_1131_886_19,25,2,False,False,False
C3,2464_971_710_5,25,2,False,False,False
C3,2464_971_710_5,35,2,False,False,False
C3,2465_104_786_19,25,2,False,False,False
C3,2466_653_468_6,25,2,False,False,False
C3,2467_886_530_28,25,2,False,False,False
C3,2467_886_530_28,35,2,False,True,False
C3,2468_1057_876_22,25,2,False,False,False
C3,2469_786_309_22,25,2,True,False,False
C3,246_827_836_9,25,2,False,False,False
C3,2470_339_340_22,25,2,True,False,False
C3,2471_104_530_44,25,2,False,False,False
C3,2472_418_843_17,25,2,True,False,False
C3,2473_710_309_44,25,2,False,True,False
C3,2474_530_339_2,25,2,False,False,False
C3,2478_530_417_31,25,2,False,False,False
C3,2478_530_417_31,35,2,False,True,False
C3,2479_309_737_55,25,2,True,False,False
C3,247_1064_596_48,25,2,False,False,False
C3,2480_1335_1171_34,25,2,False,False,False
C3,2480_1335_1171_34,35,2,False,False,False
C3,2481_802_340_19,25,2,False,False,False
C3,2482_417_418_54,25,2,True,False,False
C3,2483_661_339_53,25,2,False,False,False
C3,2484_973_974_52,25,2,False,False,False
C3,2485_1305_1306_22,25,2,False,False,False
C3,2486_802_737_19,25,2,False,False,False
C3,2487_731_340_21,25,2,False,False,False
C3,2488_512_812_38,25,2,True,False,False
C3,2488_512_812_38,35,2,False,False,False
C3,2489_493_494_16,25,2,False,True,False
C3,248_210_862_26,25,2,False,True,False
C3,2490_941_942_36,25,2,False,True,False
C3,2490_941_942_36,35,2,False,True,False
C3,2491_1305_362_36,25,2,False,False,False
C3,2492_1361_1292_59,25,2,False,False,False
C3,2493_1171_974_16,25,2,False,True,False
C3,2494_493_841_16,25,2,False,False,False
C3,2495_250_512_50,25,2,False,False,False
C3,2495_250_512_50,35,2,False,False,False
C3,2496_362_1292_50,25,2,False,True,False
C3,2497_1084_1496_50,25,2,False,False,False
C3,2498_361_362_34,25,2,False,False,False
C3,2499_1323_1324_31,25,2,False,True,False
C3,249_235_236_26,25,2,True,True,True
C3,24_1135_829_8,25,2,False,True,False
C3,2500_512_1084_31,25,2,False,False,False
C3,2500_512_1084_31,35,2,False,True,False
C3,250_595_596_48,25,2,False,False,False
C3,252_596_211_14,25,2,False,False,False
C3,253_596_836_34,25,2,False,True,False
C3,254_862_595_21,25,2,False,False,False
C3,255_827_828_26,25,2,True,True,True
C3,256_211_215_14,25,2,False,True,False
C3,257_862_828_21,25,2,False,False,False
C3,258_49_350_7,25,2,True,False,False
C3,259_836_828_34,25,2,False,True,False
C3,25_679_680_54,25,2,True,False,False
C3,260_862_827_7,25,2,False,False,False
C3,260_862_827_7,35,2,True,False,False
C3,262_827_685_7,25,2,True,False,False
C3,263_292_684_14,25,2,True,False,False
C3,264_722_684_6,25,2,False,True,False
C3,265_1176_838_42,25,2,True,True,True
C3,266_292_722_42,25,2,False,False,False
C3,268_722_838_10,25,2,False,False,False
C3,26_475_113_0,25,2,True,True,True
C3,270_123_124_4,25,2,False,True,False
C3,271_684_597_10,25,2,False,True,False
C3,272_1064_292_42,25,2,False,True,False
C3,273_124_685_42,25,2,False,True,False
C3,274_1064_124_34,25,2,False,False,False
C3,275_685_281_9,25,2,False,True,False
C3,277_914_454_25,25,2,False,False,False
C3,278_455_1076_4,25,2,False,False,False
C3,279_631_292_57,25,2,False,True,False
C3,279_631_292_57,35,2,False,True,False
C3,280_1076_454_57,25,2,False,False,False
C3,281_914_828_4,25,2,True,False,False
C3,281_914_828_4,35,2,True,False,False
C3,283_1076_609_7,25,2,False,True,False
C3,284_454_455_29,25,2,False,True,False
C3,286_914_915_57,25,2,False,True,False
C3,287_1156_455_40,25,2,True,False,False
C3,289_473_736_23,25,2,False,False,False
C3,28_112_113_11,25,2,False,False,False
C3,290_1378_270_10,25,2,False,False,False
C3,292_734_562_25,25,2,True,False,False
C3,293_823_503_38,25,2,False,True,False
C3,294_302_303_45,25,2,False,False,False
C3,294_302_303_45,35,2,False,False,False
C3,295_196_40_19,25,2,False,True,False
C3,296_854_303_19,25,2,False,False,False
C3,296_854_303_19,35,2,False,False,False
C3,297_355_1271_32,25,2,False,False,False
C3,298_473_474_23,25,2,False,True,False
C3,299_303_838_32,25,2,False,False,False
C3,29_475_113_11,25,2,True,False,False
C3,2_618_619_22,25,2,True,False,False
C3,2_618_619_22,35,2,False,False,False
C3,300_570_571_22,25,2,False,False,False
C3,301_1025_969_45,25,2,False,False,False
C3,302_288_1056_2,25,2,False,False,False
C3,302_288_1056_2,35,2,True,False,False
C3,304_1056_473_46,25,2,False,False,False
C3,305_1082_1201_23,25,2,False,False,False
C3,306_1056_474_23,25,2,True,False,False
C3,307_273_1082_36,25,2,False,True,False
C3,308_1099_482_49,25,2,False,False,False
C3,308_1099_482_49,35,2,False,False,False
C3,309_1389_1464_37,25,2,False,False,False
C3,309_1389_1464_37,35,2,False,False,False
C3,30_793_794_18,25,2,False,True,False
C3,311_984_1291_49,25,2,False,False,False
C3,312_1082_1140_49,25,2,False,False,False
C3,313_696_522_31,25,2,True,False,False
C3,314_1056_1082_27,25,2,False,True,False
C3,315_570_1180_45,25,2,False,False,False
C3,316_587_1140_14,25,2,False,False,False
C3,317_1082_473_14,25,2,False,False,False
C3,318_1099_1140_49,25,2,False,False,False
C3,319_964_510_49,25,2,False,False,False
C3,319_964_510_49,35,2,False,False,False
C3,31_1237_1238_6,25,2,False,False,False
C3,31_1237_1238_6,35,2,False,False,False
C3,320_1180_1140_14,25,2,False,False,False
C3,321_237_238_4,25,2,False,True,False
C3,324_114_433_55,25,2,False,True,False
C3,325_237_1099_37,25,2,False,False,False
C3,325_237_1099_37,35,2,False,False,False
C3,326_500_1099_6,25,2,False,False,False
C3,327_238_112_58,25,2,False,False,False
C3,328_237_124_37,25,2,False,False,False
C3,329_500_86_37,25,2,False,False,False
C3,32_113_1238_18,25,2,False,False,False
C3,32_113_1238_18,35,2,False,True,False
C3,330_939_1180_55,25,2,False,False,False
C3,331_237_500_22,25,2,False,False,False
C3,332_451_579_46,25,2,False,False,False
C3,333_68_69_35,25,2,False,False,False
C3,334_479_582_19,25,2,False,False,False
C3,334_479_582_19,35,2,True,True,True
C3,337_238_695_55,25,2,True,False,False
C3,338_1210_1291_38,25,2,False,False,False
C3,338_1210_1291_38,35,2,False,True,False
C3,339_1339_51_44,25,2,True,False,False
C3,33_1135_829_46,25,2,True,False,False
C3,341_479_914_6,25,2,False,False,False
C3,342_300_301_30,25,2,False,True,False
C3,342_300_301_30,35,2,False,False,False
C3,343_610_144_30,25,2,False,False,False
C3,344_1531_1532_40,25,2,False,False,False
C3,345_1440_1441_40,25,2,False,True,False
C3,346_479_238_40,25,2,False,True,False
C3,346_479_238_40,35,2,False,True,False
C3,348_448_718_26,25,2,False,True,False
C3,348_448_718_26,35,2,False,True,False
C3,349_914_127_40,25,2,False,True,False
C3,349_914_127_40,35,2,True,False,False
C3,34_1135_829_58,25,2,False,False,False
C3,350_816_215_7,25,2,False,True,False
C3,351_626_627_25,25,2,True,False,False
C3,352_474_563_49,25,2,False,False,False
C3,353_51_718_40,25,2,False,True,False
C3,354_864_1301_40,25,2,False,False,False
C3,355_1291_563_30,25,2,False,False,False
C3,356_47_1301_57,25,2,False,False,False
C3,357_119_120_0,25,2,False,False,False
C3,357_119_120_0,35,2,False,True,False
C3,358_846_1404_0,25,2,True,True,True
C3,358_846_1404_0,35,2,False,False,False
C3,359_718_972_0,25,2,True,False,False
C3,359_718_972_0,35,2,True,False,False
C3,35_84_85_3,25,2,False,False,False
C3,360_474_149_40,25,2,False,True,False
C3,361_1291_112_57,25,2,False,True,False
C3,362_851_961_57,25,2,False,False,False
C3,364_474_852_57,25,2,False,False,False
C3,365_208_209_0,25,2,False,False,False
C3,366_718_775_29,25,2,False,False,False
C3,367_415_416_29,25,2,True,False,False
C3,368_851_224_58,25,2,False,False,False
C3,368_851_224_58,35,2,True,False,False
C3,36_506_723_3,25,2,False,False,False
C3,370_852_853_29,25,2,False,False,False
C3,371_721_156_20,25,2,True,False,False
C3,372_718_964_14,25,2,False,True,False
C3,372_718_964_14,35,2,False,True,False
C3,373_1164_860_50,25,2,False,False,False
C3,373_1164_860_50,35,2,False,False,False
C3,374_1301_852_0,25,2,False,True,False
C3,375_1206_1104_24,25,2,False,False,False
C3,376_853_581_24,25,2,False,False,False
C3,377_850_851_46,25,2,True,False,False
C3,378_31_721_40,25,2,False,False,False
C3,37_1468_636_3,25,2,True,True,True
C3,380_852_149_46,25,2,False,False,False
C3,381_1301_850_7,25,2,True,False,False
C3,382_851_31_46,25,2,False,True,False
C3,383_850_1068_54,25,2,False,True,False
C3,385_371_1488_31,25,2,False,True,False
C3,385_371_1488_31,35,2,False,True,False
C3,386_31_47_57,25,2,True,False,False
C3,388_776_47_40,25,2,False,True,False
C3,389_1411_48_18,25,2,False,False,False
C3,38_435_1407_16,25,2,False,False,False
C3,390_910_1173_40,25,2,True,False,False
C3,391_511_264_40,25,2,False,False,False
C3,391_511_264_40,35,2,False,False,False
C3,392_380_381_12,25,2,True,False,False
C3,393_703_1124_40,25,2,False,True,False
C3,394_1301_910_24,25,2,True,False,False
C3,395_381_264_24,25,2,True,False,False
C3,396_1309_1174_24,25,2,False,False,False
C3,397_1173_864_40,25,2,False,False,False
C3,399_381_910_16,25,2,False,False,False
C3,39_855_856_10,25,2,False,False,False
C3,39_855_856_10,35,2,False,False,False
C3,3_653_1240_24,25,2,False,False,False
C3,401_703_381_16,25,2,False,False,False
C3,402_1115_39_21,25,2,False,False,False
C3,403_1309_381_1,25,2,False,True,False
C3,404_1115_864_1,25,2,False,True,False
C3,404_1115_864_1,35,2,False,True,False
C3,405_910_265_21,25,2,False,True,False
C3,407_1527_344_21,25,2,False,False,False
C3,407_1527_344_21,35,2,False,True,False
C3,408_1174_775_38,25,2,False,False,False
C3,409_1115_264_37,25,2,False,False,False
C3,409_1115_264_37,35,2,False,False,False
C3,40_967_968_18,25,2,True,True,True
C3,40_967_968_18,35,2,True,False,False
C3,410_615_1173_9,25,2,False,False,False
C3,411_265_415_9,25,2,False,False,False
C3,412_1173_1174_2,25,2,True,False,False
C3,413_998_470_2,25,2,False,False,False
C3,414_264_265_53,25,2,True,False,False
C3,415_1173_1115_53,25,2,False,False,False
C3,415_1173_1115_53,35,2,False,True,False
C3,416_963_1125_18,25,2,True,False,False
C3,417_998_264_17,25,2,False,False,False
C3,418_1309_1125_21,25,2,True,False,False
C3,419_1115_265_21,25,2,False,True,False
C3,420_581_582_40,25,2,False,False,False
C3,421_998_499_40,25,2,True,False,False
C3,422_1309_265_4,25,2,False,False,False
C3,423_581_1174_4,25,2,False,True,False
C3,424_351_1036_49,25,2,False,False,False
C3,425_998_265_31,25,2,False,False,False
C3,426_32_1309_49,25,2,True,False,False
C3,426_32_1309_49,35,2,False,False,False
C3,428_1304_1501_49,25,2,False,False,False
C3,429_351_1174_27,25,2,False,False,False
C3,42_793_855_6,25,2,False,True,False
C3,430_499_351_7,25,2,False,False,False
C3,432_678_1013_7,25,2,False,False,False
C3,432_678_1013_7,35,2,False,False,False
C3,434_1018_904_13,25,2,False,False,False
C3,434_1018_904_13,35,2,False,False,False
C3,435_351_270_13,25,2,False,False,False
C3,435_351_270_13,35,2,True,False,False
C3,436_664_1055_38,25,2,False,False,False
C3,436_664_1055_38,35,2,False,True,False
C3,438_608_354_7,25,2,False,True,False
C3,43_967_968_21,25,2,True,False,False
C3,43_967_968_21,35,2,True,False,False
C3,440_1199_143_7,25,2,False,True,False
C3,441_350_351_24,25,2,True,False,False
C3,441_350_351_24,35,2,True,False,False
C3,442_274_275_31,25,2,True,False,False
C3,443_354_904_31,25,2,False,False,False
C3,444_608_1055_45,25,2,False,False,False
C3,444_608_1055_45,35,2,True,False,False
C3,445_1117_1199_13,25,2,False,True,False
C3,446_642_643_13,25,2,False,False,False
C3,446_642_643_13,35,2,False,False,False
C3,447_1055_904_11,25,2,False,False,False
C3,448_608_609_13,25,2,True,False,False
C3,449_1117_1055_53,25,2,True,True,True
C3,44_653_793_52,25,2,True,True,True
C3,450_1055_1076_53,25,2,False,False,False
C3,450_1055_1076_53,35,2,False,True,False
C3,451_1117_608_29,25,2,False,True,False
C3,451_1117_608_29,35,2,False,True,False
C3,452_1117_1076_33,25,2,True,True,True
C3,453_455_1199_40,25,2,False,True,False
C3,454_115_524_28,25,2,True,True,True
C3,455_1296_1500_28,25,2,False,True,False
C3,456_140_1432_28,25,2,False,False,False
C3,456_140_1432_28,35,2,False,False,False
C3,457_1155_1218_28,25,2,False,False,False
C3,458_455_768_28,25,2,True,False,False
C3,459_455_634_55,25,2,False,False,False
C3,459_455_634_55,35,2,True,False,False
C3,45_967_968_39,25,2,False,False,False
C3,460_115_1076_55,25,2,False,False,False
C3,460_115_1076_55,35,2,False,True,False
C3,461_1086_1349_0,25,2,False,False,False
C3,462_768_114_28,25,2,False,True,False
C3,462_768_114_28,35,2,True,False,False
C3,463_1092_392_28,25,2,False,True,False
C3,463_1092_392_28,35,2,False,True,False
C3,464_755_497_28,25,2,False,False,False
C3,464_755_497_28,35,2,False,False,False
C3,465_140_524_28,25,2,False,False,False
C3,466_1155_1199_9,25,2,False,True,False
C3,468_497_634_30,25,2,False,False,False
C3,468_497_634_30,35,2,False,False,False
C3,469_455_140_35,25,2,True,False,False
C3,46_671_672_34,25,2,False,True,False
C3,470_1156_524_59,25,2,True,False,False
C3,471_114_115_38,25,2,False,False,False
C3,472_1019_198_37,25,2,False,True,False
C3,473_1155_1125_35,25,2,False,False,False
C3,473_1155_1125_35,35,2,False,False,False
C3,474_115_1019_35,25,2,False,False,False
C3,474_115_1019_35,35,2,False,True,False
C3,475_1155_634_7,25,2,False,False,False
C3,475_1155_634_7,35,2,False,False,False
C3,476_1019_1125_24,25,2,False,False,False
C3,477_34_1132_37,25,2,False,True,False
C3,478_1125_115_37,25,2,False,False,False
C3,479_1155_1156_37,25,2,False,False,False
C3,480_1019_114_15,25,2,False,True,False
C3,481_1132_1296_37,25,2,False,False,False
C3,482_634_156_37,25,2,False,False,False
C3,482_634_156_37,35,2,False,False,False
C3,483_1019_755_9,25,2,True,False,False
C3,484_1515_1516_32,25,2,False,False,False
C3,485_1132_535_32,25,2,False,False,False
C3,486_1296_609_32,25,2,True,False,False
C3,487_1132_84_58,25,2,False,False,False
C3,489_34_1296_49,25,2,True,False,False
C3,489_34_1296_49,35,2,False,False,False
C3,48_855_967_43,25,2,False,False,False
C3,490_1132_634_49,25,2,False,False,False
C3,492_588_589_10,25,2,True,False,False
C3,494_1111_876_48,25,2,False,True,False
C3,495_1433_756_48,25,2,False,False,False
C3,497_755_756_32,25,2,False,False,False
C3,498_749_559_14,25,2,False,True,False
C3,499_972_587_29,25,2,False,False,False
C3,4_968_475_24,25,2,False,False,False
C3,501_849_563_54,25,2,False,True,False
C3,502_372_888_44,25,2,True,False,False
C3,503_1252_1124_14,25,2,False,False,False
C3,503_1252_1124_14,35,2,False,True,False
C3,504_457_480_14,25,2,False,False,False
C3,504_457_480_14,35,2,True,False,False
C3,505_1210_849_30,25,2,True,False,False
C3,505_1210_849_30,35,2,False,True,False
C3,507_662_1327_10,25,2,False,False,False
C3,508_970_1224_53,25,2,False,False,False
C3,509_324_325_26,25,2,True,False,False
C3,50_831_652_49,25,2,False,True,False
C3,510_174_175_26,25,2,False,False,False
C3,511_293_970_14,25,2,False,False,False
C3,512_1284_970_14,25,2,False,False,False
C3,513_48_124_38,25,2,False,True,False
C3,514_379_163_44,25,2,False,False,False
C3,514_379_163_44,35,2,False,False,False
C3,515_963_324_17,25,2,True,False,False
C3,516_1284_293_44,25,2,False,False,False
C3,516_1284_293_44,35,2,False,False,False
C3,517_48_49_44,25,2,True,False,False
C3,518_124_1327_44,25,2,False,False,False
C3,519_1094_270_21,25,2,False,False,False
C3,519_1094_270_21,35,2,False,False,False
C3,51_793_937_49,25,2,False,False,False
C3,51_793_937_49,35,2,False,False,False
C3,520_324_293_44,25,2,False,False,False
C3,521_578_137_14,25,2,False,False,False
C3,522_615_998_2,25,2,False,False,False
C3,523_368_369_2,25,2,True,False,False
C3,524_226_1265_20,25,2,False,False,False
C3,524_226_1265_20,35,2,False,True,False
C3,525_1327_1284_20,25,2,False,False,False
C3,526_124_633_20,25,2,True,False,False
C3,527_293_1327_7,25,2,True,False,False
C3,528_742_1382_49,25,2,False,False,False
C3,528_742_1382_49,35,2,False,False,False
C3,529_1175_924_9,25,2,True,False,False
C3,52_1433_1434_49,25,2,False,False,False
C3,530_1327_1224_49,25,2,False,False,False
C3,531_935_2_43,25,2,False,False,False
C3,532_124_354_9,25,2,False,True,False
C3,533_1224_124_57,25,2,True,False,False
C3,536_146_446_44,25,2,False,False,False
C3,536_146_446_44,35,2,False,False,False
C3,537_49_344_14,25,2,False,False,False
C3,538_1029_913_58,25,2,False,False,False
C3,538_1029_913_58,35,2,False,False,False
C3,539_562_563_19,25,2,True,False,False
C3,53_652_671_33,25,2,False,True,False
C3,541_193_1063_46,25,2,False,True,False
C3,541_193_1063_46,35,2,False,True,False
C3,542_354_355_42,25,2,False,True,False
C3,544_849_354_7,25,2,False,False,False
C3,545_911_923_31,25,2,False,False,False
C3,546_355_192_42,25,2,False,False,False
C3,547_192_193_48,25,2,False,True,False
C3,548_355_911_16,25,2,False,False,False
C3,549_306_245_16,25,2,False,True,False
C3,54_937_793_12,25,2,False,False,False
C3,550_923_193_16,25,2,True,False,False
C3,551_93_1333_30,25,2,False,False,False
C3,553_584_585_9,25,2,False,False,False
C3,554_306_307_9,25,2,False,False,False
C3,555_233_1504_57,25,2,False,True,False
C3,556_193_86_56,25,2,False,True,False
C3,557_923_32_56,25,2,False,True,False
C3,557_923_32_56,35,2,False,True,False
C3,559_1524_1525_14,25,2,False,False,False
C3,559_1524_1525_14,35,2,False,True,False
C3,55_672_652_12,25,2,True,False,False
C3,560_1259_962_14,25,2,False,False,False
C3,561_172_173_58,25,2,False,False,False
C3,562_1228_483_58,25,2,False,False,False
C3,563_480_273_53,25,2,True,False,False
C3,564_923_1259_43,25,2,False,False,False
C3,564_923_1259_43,35,2,True,False,False
C3,565_930_912_45,25,2,False,False,False
C3,566_908_803_45,25,2,False,False,False
C3,567_854_99_32,25,2,False,True,False
C3,568_172_582_32,25,2,False,False,False
C3,569_849_433_42,25,2,True,False,False
C3,569_849_433_42,35,2,True,False,False
C3,56_671_831_12,25,2,True,False,False
C3,570_849_911_10,25,2,True,False,False
C3,571_278_1395_10,25,2,False,False,False
C3,572_172_911_10,25,2,True,False,False
C3,573_1029_756_38,25,2,True,False,False
C3,574_763_605_14,25,2,False,False,False
C3,575_82_214_24,25,2,False,False,False
C3,576_1235_1236_35,25,2,False,False,False
C3,577_213_40_42,25,2,False,False,False
C3,577_213_40_42,35,2,False,False,False
