game,msgs_raw,msgs_nosel,rounds,score,score_anomaly,utterances,pairs,unpaired,first_speaker,drop_reason,kept
220_558_1193_0,106,75,5,30,False,49,24,1,1193,below_floor,False
2210_471_946_41,128,98,5,29,False,59,29,1,471,,True
2211_554_45_57,96,66,5,28,False,46,23,0,554,below_floor,False
2212_945_946_1,108,78,5,28,False,54,27,0,945,,True
2213_1158_981_1,104,74,5,30,False,46,23,0,1158,below_floor,False
2214_472_388_29,106,76,5,30,False,56,28,0,388,,True
2215_810_811_29,116,86,5,28,False,66,33,0,810,,True
2216_553_554_36,114,83,5,30,False,53,26,1,553,,True
2217_90_91_40,111,81,5,28,False,51,25,1,91,,True
2218_45_46_29,119,87,5,28,False,55,27,1,46,,True
2219_692_388_41,123,91,5,28,False,69,34,1,388,,True
221_1156_722_30,113,80,5,30,False,54,27,0,1156,,True
2220_554_337_41,98,68,5,29,False,40,20,0,554,below_floor,False
2221_407_731_50,128,88,5,29,False,64,32,0,731,,True
2222_951_45_27,121,85,5,30,False,54,27,0,951,,True
2223_289_290_50,92,58,5,28,False,41,20,1,289,below_floor,False
2224_981_542_41,128,96,5,28,False,67,33,1,981,,True
2225_731_810_41,129,95,5,26,False,65,32,1,810,,True
2226_337_185_23,111,77,5,29,False,69,34,1,185,,True
2227_1517_1523_23,117,86,5,30,False,66,33,0,1523,,True
2228_1341_1342_23,136,106,5,27,False,74,37,0,1342,,True
2229_45_754_23,121,85,5,27,False,54,27,0,754,,True
222_1193_535_36,117,87,5,30,False,63,31,1,535,,True
2230_990_1021_50,118,88,5,28,False,72,36,0,990,,True
2231_337_401_23,110,79,5,30,False,57,28,1,401,,True
2232_981_522_50,120,90,5,30,False,68,34,0,522,,True
2233_10_11_21,104,74,5,28,False,47,23,1,11,below_floor,False
2234_45_1517_15,119,84,5,29,False,61,30,1,45,,True
2235_135_294_56,117,87,5,29,False,66,33,0,135,,True
2236_936_754_58,127,85,5,29,False,49,24,1,754,below_floor,False
2237_1187_1188_58,112,82,5,28,False,50,25,0,1187,,True
2238_799_693_50,110,78,5,28,False,56,28,0,799,,True
2239_981_799_17,123,93,5,28,False,60,30,0,981,,True
223_558_631_40,113,80,5,28,False,71,35,1,631,,True
2240_758_876_6,104,72,5,28,False,46,23,0,876,below_floor,False
2241_1474_1266_10,139,108,5,28,False,75,37,1,1266,,True
2242_72_73_15,84,52,5,28,False,45,22,1,72,below_floor,False
2243_857_1351_15,137,107,5,28,False,70,35,0,1351,,True
2244_1295_554_44,143,109,5,28,False,75,37,1,1295,,True
2245_1021_981_44,135,105,5,30,False,81,40,1,981,,True
2246_1419_315_50,157,127,5,28,False,77,38,1,315,,True
2247_687_1419_38,104,74,5,30,False,48,24,0,1419,below_floor,False
2248_687_427_36,104,74,5,29,False,58,29,0,427,,True
2249_1022_511_41,133,101,5,28,False,74,37,0,511,,True
224_633_634_40,137,89,5,25,False,67,33,1,633,,True
2250_1427_1428_41,133,95,5,26,False,71,35,1,1428,,True
2251_731_262_50,116,85,5,27,False,63,31,1,262,,True
2252_180_1298_15,133,86,5,28,False,56,28,0,1298,,True
2253_660_1281_15,110,79,5,30,False,56,28,0,1281,,True
2254_687_1021_6,112,82,5,30,False,65,32,1,687,,True
2255_993_1338_21,106,76,5,30,False,50,25,0,993,,True
2256_669_670_56,119,88,5,28,False,66,33,0,669,,True
2257_1014_799_6,107,77,5,26,False,58,29,0,1014,,True
2258_687_514_21,104,74,5,29,False,51,25,1,514,,True
2259_515_12_15,111,81,5,30,False,59,29,1,515,,True
225_558_1156_40,110,77,5,30,False,55,27,1,1156,,True
2260_795_993_22,102,72,5,28,False,52,26,0,993,,True
2261_514_254_6,123,93,5,29,False,61,30,1,254,,True
2262_669_1022_22,128,98,5,29,False,74,37,0,1022,,True
2263_1492_12_11,114,84,5,30,False,54,27,0,12,,True
2264_799_269_11,100,70,5,30,False,48,24,0,269,below_floor,False
2265_1088_1089_16,104,74,5,28,False,55,27,1,1088,,True
2266_212_841_16,128,95,5,28,False,70,35,0,841,,True
2267_430_890_9,113,82,5,30,False,56,28,0,890,,True
2268_314_795_6,116,85,5,28,False,57,28,1,314,,True
2269_993_1139_37,92,62,5,29,False,48,24,0,993,below_floor,False
226_563_684_7,98,67,5,28,False,50,25,0,563,,True
2270_1060_799_54,110,77,5,28,False,56,28,0,1060,,True
2271_952_992_54,117,86,5,30,False,52,26,0,992,,True
2272_259_993_60,108,77,5,26,False,57,28,1,993,,True
2273_430_795_12,109,79,5,28,False,58,29,0,430,,True
2274_514_1088_12,114,84,5,30,False,67,33,1,514,,True
2275_992_993_25,107,76,5,30,False,46,23,0,993,below_floor,False
2276_212_952_9,118,81,5,30,False,60,30,0,952,,True
2277_1065_1479_9,114,84,5,30,False,56,28,0,1065,,True
2278_660_1229_6,100,69,5,29,False,46,23,0,660,below_floor,False
2279_992_765_25,125,95,5,29,False,70,35,0,992,,True
227_215_273_7,111,81,5,30,False,62,31,0,273,,True
2280_1024_181_25,101,71,5,30,False,52,26,0,181,,True
2281_1088_4_25,112,81,5,28,False,60,30,0,1088,,True
2282_514_515_25,111,81,5,28,False,58,29,0,515,,True
2283_188_189_25,127,97,5,30,False,72,36,0,189,,True
2284_1139_121_12,107,75,5,30,False,45,22,1,1139,below_floor,False
2285_1065_367_4,122,90,5,29,False,67,33,1,367,,True
2286_181_212_39,93,62,5,27,False,51,25,1,181,,True
2287_1181_1182_39,111,80,5,30,False,60,30,0,1181,,True
2288_1024_814_4,110,80,5,28,False,61,30,1,814,,True
2289_1088_1130_4,116,86,5,30,False,54,27,0,1088,,True
228_499_500_7,106,76,5,30,False,53,26,1,500,,True
2290_4_353_4,102,72,5,28,False,51,25,1,4,,True
2291_212_1012_17,86,55,5,29,False,42,21,0,1012,below_floor,False
2292_180_181_6,103,73,5,29,False,54,27,0,181,,True
2293_146_575_35,152,111,5,28,False,67,33,1,575,,True
2294_599_1123_17,141,110,5,26,False,71,35,1,1123,,True
2295_27_28_34,143,97,5,29,False,76,38,0,27,,True
2296_180_846_17,107,73,5,29,False,47,23,1,180,below_floor,False
2297_857_146_50,114,84,5,29,False,54,27,0,146,,True
2298_145_181_37,103,73,5,29,False,52,26,0,181,,True
2299_692_693_54,117,82,5,29,False,62,31,0,693,,True
229_800_801_9,99,68,5,30,False,47,23,1,800,below_floor,False
22_679_680_54,114,83,5,30,False,72,36,0,680,,True
2300_660_945_4,105,72,5,29,False,45,22,1,945,below_floor,False
2301_145_146_0,140,99,5,30,False,70,35,0,146,,True
2302_857_181_49,152,111,5,30,False,75,37,1,181,,True
2303_715_612_46,135,99,5,29,False,66,33,0,612,,True
2304_660_661_14,111,75,5,28,False,44,22,0,660,below_floor,False
2305_400_1059_3,103,73,5,30,False,51,25,1,400,,True
2306_1024_1389_58,138,97,5,27,False,66,33,0,1389,,True
2307_693_661_46,102,72,5,30,False,55,27,1,661,,True
2308_314_315_60,150,112,5,28,False,76,38,0,315,,True
2309_400_207_50,102,72,5,29,False,50,25,0,207,,True
230_210_153_55,110,80,5,30,False,65,32,1,210,,True
2310_204_876_50,138,101,5,28,False,69,34,1,204,,True
2311_946_791_35,107,75,5,27,False,56,28,0,791,,True
2312_611_612_2,108,78,5,28,False,47,23,1,612,below_floor,False
2313_143_207_0,110,76,5,30,False,50,25,0,207,,True
2314_1024_693_0,99,69,5,28,False,42,21,0,693,below_floor,False
2315_985_403_33,106,76,5,30,False,52,26,0,985,,True
2316_1069_70_33,126,96,5,30,False,71,35,1,70,,True
2317_577_724_6,119,89,5,28,False,64,32,0,724,,True
2318_868_1251_33,137,106,5,29,False,87,43,1,868,,True
2319_253_254_43,129,96,5,29,False,66,33,0,253,,True
231_292_293_53,126,96,5,30,False,66,33,0,293,,True
2320_468_726_43,97,67,5,30,False,48,24,0,726,below_floor,False
2321_259_403_12,124,94,5,28,False,65,32,1,403,,True
2322_505_71_41,111,81,5,29,False,57,28,1,71,,True
2323_1119_1069_25,116,85,5,30,False,60,30,0,1069,,True
2324_70_577_41,124,94,5,30,False,64,32,0,70,,True
2325_1143_726_35,105,72,5,30,False,54,27,0,726,,True
2326_253_71_35,115,85,5,28,False,60,30,0,253,,True
2327_868_70_50,114,84,5,30,False,64,32,0,70,,True
2328_577_715_35,111,81,5,30,False,54,27,0,715,,True
2329_1230_467_35,109,79,5,29,False,53,26,1,467,,True
232_215_633_36,128,97,5,30,False,76,38,0,215,,True
2330_1069_726_35,109,79,5,30,False,57,28,1,1069,,True
2331_1143_868_8,110,80,5,30,False,61,30,1,1143,,True
2332_70_71_8,127,96,5,30,False,70,35,0,70,,True
2333_1069_1230_36,119,89,5,29,False,63,31,1,1069,,True
2334_467_868_8,112,82,5,30,False,68,34,0,868,,True
2335_551_552_8,123,93,5,30,False,60,30,0,551,,True
2336_70_715_53,109,78,5,29,False,49,24,1,70,below_floor,False
2337_868_715_28,111,81,5,30,False,69,34,1,715,,True
2338_1230_551_53,119,87,5,30,False,65,32,1,551,,True
2339_467_552_53,109,79,5,30,False,57,28,1,467,,True
233_210_500_53,113,82,5,30,False,59,29,1,500,,True
2340_71_467_29,106,76,5,30,False,56,28,0,71,,True
2341_552_1230_29,111,79,5,30,False,64,32,0,1230,,True
2342_551_715_29,117,87,5,30,False,70,35,0,715,,True
2343_467_468_29,108,76,5,29,False,60,30,0,467,,True
2344_551_396_15,139,108,5,29,False,75,37,1,396,,True
2345_308_309_15,124,94,5,28,False,70,35,0,308,,True
2346_551_815_35,116,86,5,30,False,52,26,0,551,,True
2347_309_1475_35,105,75,5,30,False,50,25,0,1475,,True
2348_308_468_35,117,84,5,26,False,60,30,0,308,,True
2349_965_966_38,141,111,5,30,False,62,31,0,966,,True
234_286_211_9,110,79,5,29,False,52,26,0,211,,True
2350_308_889_38,118,88,5,28,False,72,36,0,308,,True
2351_866_873_36,110,80,5,30,False,57,28,1,873,,True
2352_866_549_46,127,94,5,30,False,68,34,0,549,,True
2353_873_889_46,113,82,5,30,False,49,24,1,889,below_floor,False
2354_966_1008_38,118,88,5,30,False,54,27,0,966,,True
2355_1189_873_59,102,71,5,27,False,46,23,0,1189,below_floor,False
2356_889_866_38,121,89,5,28,False,56,28,0,889,,True
2357_154_873_10,101,69,5,30,False,44,22,0,873,below_floor,False
2358_361_1062_53,120,90,5,29,False,71,35,1,1062,,True
2359_866_367_10,116,86,5,30,False,57,28,1,866,,True
235_722_500_30,104,72,5,29,False,51,25,1,722,,True
2360_873_1062_26,138,107,5,29,False,74,37,0,1062,,True
2361_212_361_10,104,73,5,28,False,56,28,0,361,,True
2362_367_1062_35,124,93,5,30,False,68,34,0,1062,,True
2363_583_249_38,117,87,5,28,False,56,28,0,583,,True
2364_1057_1062_34,123,91,5,30,False,71,35,1,1057,,True
2365_1078_887_22,131,89,5,30,False,61,30,1,887,,True
2366_534_343_60,130,96,5,29,False,64,32,0,534,,True
2367_600_249_59,110,79,5,30,False,52,26,0,249,,True
2368_583_1062_11,113,82,5,30,False,60,30,0,1062,,True
2369_361_611_38,124,93,5,28,False,69,34,1,361,,True
236_892_827_28,119,88,5,30,False,65,32,1,827,,True
2370_887_249_19,107,76,5,28,False,51,25,1,249,,True
2371_878_249_28,96,66,5,28,False,51,25,1,249,,True
2372_887_965_6,127,92,5,29,False,67,33,1,965,,True
2373_249_250_46,158,125,5,29,False,101,50,1,249,,True
2374_342_343_2,91,54,5,22,False,33,16,1,343,below_floor,False
2375_670_1119_22,105,74,5,28,False,51,25,1,1119,,True
2376_583_343_37,122,92,5,28,False,57,28,1,583,,True
2377_1269_1270_27,119,87,5,30,False,61,30,1,1270,,True
2378_1214_841_50,121,91,5,28,False,63,31,1,1214,,True
2379_205_1294_50,112,82,5,29,False,58,29,0,1294,,True
237_595_615_14,112,80,5,28,False,53,26,1,615,,True
2380_430_431_37,113,81,5,28,False,59,29,1,430,,True
2381_1486_1487_22,140,109,5,26,False,81,40,1,1487,,True
2382_204_1294_0,120,88,5,28,False,56,28,0,1294,,True
2383_1047_819_0,123,93,5,28,False,66,33,0,1047,,True
2384_752_925_36,115,84,5,28,False,58,29,0,752,,True
2385_958_959_36,105,75,5,30,False,54,27,0,958,,True
2386_786_1255_58,126,94,5,28,False,64,32,0,1255,,True
2387_1417_1436_35,120,90,5,29,False,64,32,0,1436,,True
2388_819_772_58,119,88,5,29,False,62,31,0,819,,True
2389_78_79_28,106,76,5,28,False,53,26,1,79,,True
238_80_294_6,114,83,5,30,False,64,32,0,80,,True
2390_73_938_44,92,62,5,28,False,51,25,1,938,,True
2391_772_169_44,121,89,5,28,False,62,31,0,169,,True
2392_819_205_44,113,83,5,30,False,60,30,0,819,,True
2393_772_316_41,109,74,5,30,False,59,29,1,316,,True
2394_482_1039_34,112,81,5,30,False,55,27,1,1039,,True
2395_1417_819_34,118,88,5,30,False,73,36,1,1417,,True
2396_205_1498_34,107,76,5,28,False,51,25,1,205,,True
2397_431_984_18,106,74,5,29,False,54,27,0,431,,True
2398_1273_167_4,112,82,5,28,False,70,35,0,1273,,True
2399_204_205_36,127,96,5,28,False,67,33,1,205,,True
239_862_1064_6,157,126,5,30,False,94,47,0,862,,True
23_113_954_23,123,93,5,30,False,75,37,1,954,,True
2400_984_147_4,111,76,5,28,False,56,28,0,984,,True
2401_772_1003_34,103,69,5,30,False,54,27,0,772,,True
2402_273_554_12,107,77,5,30,False,49,24,1,554,below_floor,False
2403_417_431_27,150,111,5,26,False,84,42,0,431,,True
2404_222_693_0,95,65,5,28,False,48,24,0,693,below_floor,False
2405_628_649_55,129,94,5,28,False,71,35,1,649,,True
2406_758_222_44,101,71,5,25,False,53,26,1,222,,True
2407_1215_417_21,120,89,5,29,False,52,26,0,417,,True
2408_194_1471_56,130,97,5,30,False,70,35,0,194,,True
2409_1148_1149_56,129,85,5,30,False,59,29,1,1149,,True
240_210_211_9,111,81,5,30,False,50,25,0,210,,True
2410_746_747_35,106,75,5,27,False,49,24,1,746,below_floor,False
2411_859_1196_35,144,114,5,28,False,82,41,0,859,,True
2412_1148_87_35,116,86,5,30,False,57,28,1,87,,True
2413_222_223_35,86,56,5,28,False,43,21,1,223,below_floor,False
2414_858_859_11,106,75,5,30,False,49,24,1,858,below_floor,False
2415_194_195_42,135,95,5,29,False,63,31,1,195,,True
2416_583_841_0,127,87,5,30,False,63,31,1,583,,True
2417_870_871_2,126,94,5,30,False,59,29,1,870,,True
2418_628_629_4,128,96,5,28,False,61,30,1,629,,True
2419_180_859_22,117,80,5,30,False,54,27,0,859,,True
241_595_215_9,102,72,5,30,False,62,31,0,595,,True
2420_629_870_9,112,81,5,30,False,56,28,0,629,,True
2421_955_907_14,104,73,5,30,False,56,28,0,955,,True
2422_1101_182_19,96,63,5,28,False,45,22,1,1101,below_floor,False
2423_194_841_36,131,100,5,27,False,65,32,1,841,,True
2424_1185_629_1,110,79,5,28,False,57,28,1,629,,True
2425_1101_538_6,124,85,5,28,False,64,32,0,1101,,True
2426_1113_1114_2,156,119,5,30,False,88,44,0,1113,,True
2427_537_606_14,97,67,5,29,False,45,22,1,537,below_floor,False
2428_907_986_1,111,81,5,30,False,56,28,0,986,,True
2429_1455_1456_1,129,94,5,30,False,70,35,0,1456,,True
242_836_837_29,103,71,5,29,False,50,25,0,836,,True
2430_537_538_40,113,83,5,28,False,59,29,1,537,,True
2431_907_908_58,113,82,5,30,False,65,32,1,907,,True
2432_194_837_1,109,79,5,30,False,47,23,1,837,below_floor,False
2433_244_1239_52,144,110,5,29,False,71,35,1,244,,True
2434_498_465_52,105,74,5,26,False,53,26,1,465,,True
2435_1430_1356_47,120,90,5,28,False,70,35,0,1356,,True
2436_498_505_47,103,71,5,30,False,52,26,0,498,,True
2437_465_289_47,94,61,5,27,False,41,20,1,465,below_floor,False
2438_64_498_53,105,75,5,27,False,55,27,1,498,,True
2439_465_1430_5,114,83,5,28,False,59,29,1,465,,True
243_211_80_29,96,66,5,29,False,49,24,1,211,below_floor,False
2440_1381_466_5,139,107,5,27,False,82,41,0,1381,,True
2441_498_1430_38,103,73,5,30,False,52,26,0,498,,True
2442_64_65_5,106,76,5,26,False,54,27,0,65,,True
2443_465_65_28,102,72,5,27,False,53,26,1,65,,True
2444_465_466_16,121,90,5,26,False,64,32,0,465,,True
2445_512_513_4,142,112,5,28,False,87,43,1,513,,True
2446_200_201_39,81,51,5,24,False,47,23,1,200,below_floor,False
2447_513_466_39,131,101,5,30,False,70,35,0,466,,True
2448_1356_253_12,104,74,5,28,False,56,28,0,253,,True
2449_971_886_12,144,112,5,28,False,84,42,0,886,,True
244_1263_596_29,116,85,5,30,False,65,32,1,596,,True
2450_513_1356_26,146,114,5,28,False,79,39,1,513,,True
2451_710_1080_22,120,87,5,29,False,70,35,0,1080,,True
2452_513_468_22,101,71,5,25,False,49,24,1,513,below_floor,False
2453_103_104_22,124,93,5,28,False,68,34,0,104,,True
2454_710_886_22,115,85,5,29,False,60,30,0,710,,True
2455_971_1253_60,133,102,5,24,False,71,35,1,1253,,True
2456_513_104_43,107,77,5,29,False,49,24,1,513,below_floor,False
2457_103_1356_53,118,88,5,28,False,62,31,0,1356,,True
2458_710_512_53,116,86,5,30,False,56,28,0,512,,True
2459_886_887_53,112,82,5,30,False,49,24,1,886,below_floor,False
245_595_210_42,102,72,5,26,False,44,22,0,595,below_floor,False
2460_104_367_38,110,80,5,29,False,58,29,0,104,,True
2461_530_531_38,142,111,5,25,False,64,32,0,530,,True
2462_353_1356_38,115,85,5,29,False,61,30,1,1356,,True
2463_1131_886_19,117,87,5,28,False,62,31,0,886,,True
2464_971_710_5,149,119,5,29,False,84,42,0,710,,True
2465_104_786_19,107,77,5,30,False,54,27,0,104,,True
2466_653_468_6,117,87,5,29,False,67,33,1,653,,True
2467_886_530_28,128,96,5,29,False,78,39,0,530,,True
2468_1057_876_22,112,82,5,29,False,50,25,0,1057,,True
2469_786_309_22,117,83,5,30,False,60,30,0,786,,True
246_827_836_9,125,92,5,26,False,68,34,0,836,,True
2470_339_340_22,94,63,5,28,False,51,25,1,340,,True
2471_104_530_44,123,92,5,30,False,55,27,1,530,,True
2472_418_843_17,97,67,5,29,False,51,25,1,843,,True
2473_710_309_44,114,84,5,30,False,56,28,0,710,,True
2474_530_339_2,113,82,5,30,False,63,31,1,530,,True
2475_737_893_31,93,63,5,28,False,43,21,1,893,below_floor,False
2476_340_418_31,99,69,5,28,False,49,24,1,418,below_floor,False
2477_339_802_31,116,83,5,27,False,49,24,1,339,below_floor,False
2478_530_417_31,128,98,5,29,False,76,38,0,417,,True
2479_309_737_55,106,76,5,28,False,56,28,0,737,,True
247_1064_596_48,120,90,5,27,False,64,32,0,596,,True
2480_1335_1171_34,160,112,5,30,False,89,44,1,1335,,True
2481_802_340_19,110,79,5,30,False,58,29,0,802,,True
2482_417_418_54,122,89,5,28,False,65,32,1,417,,True
2483_661_339_53,113,81,5,28,False,53,26,1,661,,True
2484_973_974_52,116,86,5,28,False,63,31,1,974,,True
2485_1305_1306_22,112,82,5,30,False,61,30,1,1305,,True
2486_802_737_19,106,74,5,28,False,58,29,0,802,,True
2487_731_340_21,112,82,5,29,False,63,31,1,340,,True
2488_512_812_38,148,117,5,28,False,87,43,1,812,,True
2489_493_494_16,108,76,5,28,False,50,25,0,494,,True
248_210_862_26,119,87,5,29,False,64,32,0,210,,True
2490_941_942_36,120,88,5,28,False,70,35,0,941,,True
2491_1305_362_36,116,86,5,26,False,64,32,0,362,,True
2492_1361_1292_59,114,83,5,30,False,52,26,0,1292,,True
2493_1171_974_16,121,91,5,29,False,65,32,1,1171,,True
2494_493_841_16,111,81,5,29,False,66,33,0,493,,True
2495_250_512_50,156,126,5,28,False,101,50,1,512,,True
2496_362_1292_50,114,83,5,28,False,57,28,1,1292,,True
2497_1084_1496_50,117,86,5,27,False,65,32,1,1496,,True
2498_361_362_34,123,91,5,26,False,65,32,1,361,,True
2499_1323_1324_31,104,74,5,28,False,53,26,1,1323,,True
249_235_236_26,130,98,5,30,False,59,29,1,236,,True
24_1135_829_8,99,69,5,29,False,52,26,0,1135,,True
2500_512_1084_31,156,125,5,28,False,95,47,1,1084,,True
2501_1535_1536_14,81,51,5,28,False,34,17,0,1535,below_floor,False
250_595_596_48,129,99,5,29,False,66,33,0,596,,True
251_836_1064_14,108,77,5,28,False,48,24,0,836,below_floor,False
252_596_211_14,111,81,5,29,False,62,31,0,596,,True
253_596_836_34,108,76,5,29,False,56,28,0,596,,True
254_862_595_21,114,82,5,27,False,53,26,1,862,,True
255_827_828_26,115,85,5,27,False,55,27,1,828,,True
256_211_215_14,112,82,5,29,False,66,33,0,211,,True
257_862_828_21,120,90,5,30,False,60,30,0,828,,True
258_49_350_7,111,80,5,28,False,62,31,0,49,,True
259_836_828_34,121,88,5,28,False,56,28,0,828,,True
25_679_680_54,111,81,5,30,False,69,34,1,679,,True
260_862_827_7,128,97,5,29,False,72,36,0,862,,True
261_1275_1276_48,90,55,5,30,False,35,17,1,1276,below_floor,False
262_827_685_7,120,88,5,28,False,64,32,0,827,,True
263_292_684_14,120,89,5,29,False,65,32,1,684,,True
264_722_684_6,108,78,5,30,False,54,27,0,722,,True
265_1176_838_42,117,87,5,30,False,58,29,0,1176,,True
266_292_722_42,113,83,5,30,False,54,27,0,722,,True
267_684_685_42,112,80,5,27,False,45,22,1,685,below_floor,False
268_722_838_10,113,83,5,29,False,60,30,0,722,,True
269_1070_1071_4,101,70,5,27,False,44,22,0,1071,below_floor,False
26_475_113_0,113,83,5,30,False,63,31,1,475,,True
270_123_124_4,111,81,5,28,False,65,32,1,123,,True
271_684_597_10,122,92,5,30,False,59,29,1,597,,True
272_1064_292_42,113,83,5,30,False,51,25,1,1064,,True
273_124_685_42,129,90,5,28,False,57,28,1,685,,True
274_1064_124_34,105,73,5,29,False,54,27,0,1064,,True
275_685_281_9,116,86,5,28,False,50,25,0,685,,True
276_1046_768_36,159,86,5,24,False,48,24,0,1046,below_floor,False
277_914_454_25,122,90,5,29,False,63,31,1,914,,True
278_455_1076_4,120,86,5,30,False,64,32,0,455,,True
279_631_292_57,136,104,5,30,False,84,42,0,292,,True
27_1100_1101_6,99,69,5,28,False,47,23,1,1100,below_floor,False
280_1076_454_57,123,91,5,28,False,64,32,0,454,,True
281_914_828_4,149,119,5,28,False,79,39,1,914,,True
282_454_768_57,109,78,5,30,False,49,24,1,768,below_floor,False
283_1076_609_7,118,84,5,28,False,53,26,1,609,,True
284_454_455_29,112,82,5,28,False,63,31,1,455,,True
285_1457_117_5,103,71,5,19,False,48,24,0,1457,below_floor,False
286_914_915_57,121,90,5,27,False,50,25,0,915,,True
287_1156_455_40,120,85,5,30,False,56,28,0,455,,True
288_695_1224_8,114,82,5,29,False,43,21,1,695,below_floor,False
289_473_736_23,130,100,5,29,False,69,34,1,473,,True
28_112_113_11,106,75,5,30,False,60,30,0,112,,True
290_1378_270_10,110,79,5,28,False,59,29,1,270,,True
291_838_848_16,100,70,5,28,False,46,23,0,848,below_floor,False
292_734_562_25,108,78,5,30,False,55,27,1,562,,True
293_823_503_38,112,82,5,30,False,55,27,1,823,,True
294_302_303_45,159,128,5,29,False,99,49,1,303,,True
295_196_40_19,130,98,5,30,False,67,33,1,40,,True
296_854_303_19,144,105,5,29,False,90,45,0,303,,True
297_355_1271_32,106,73,5,29,False,55,27,1,355,,True
298_473_474_23,108,76,5,30,False,54,27,0,473,,True
299_303_838_32,110,80,5,27,False,60,30,0,303,,True
29_475_113_11,105,75,5,30,False,58,29,0,113,,True
2_618_619_22,124,94,5,28,False,70,35,0,618,,True
300_570_571_22,124,92,5,28,False,62,31,0,571,,True
301_1025_969_45,102,70,5,29,False,51,25,1,969,,True
302_288_1056_2,138,107,5,27,False,75,37,1,1056,,True
303_1180_473_29,107,77,5,30,False,49,24,1,1180,below_floor,False
304_1056_473_46,135,104,5,29,False,65,32,1,1056,,True
305_1082_1201_23,115,85,5,29,False,57,28,1,1082,,True
306_1056_474_23,107,77,5,29,False,60,30,0,1056,,True
307_273_1082_36,101,71,5,29,False,54,27,0,1082,,True
308_1099_482_49,138,108,5,30,False,83,41,1,1099,,True
309_1389_1464_37,143,108,5,29,False,72,36,0,1389,,True
30_793_794_18,117,85,5,30,False,61,30,1,794,,True
310_1056_939_49,100,69,5,26,False,48,24,0,939,below_floor,False
311_984_1291_49,109,75,5,30,False,56,28,0,1291,,True
312_1082_1140_49,107,77,5,30,False,58,29,0,1082,,True
313_696_522_31,128,98,5,28,False,64,32,0,696,,True
314_1056_1082_27,127,96,5,30,False,58,29,0,1082,,True
315_570_1180_45,102,71,5,28,False,50,25,0,570,,True
316_587_1140_14,106,76,5,27,False,50,25,0,1140,,True
317_1082_473_14,133,102,5,28,False,66,33,0,1082,,True
318_1099_1140_49,111,80,5,30,False,58,29,0,1140,,True
319_964_510_49,129,99,5,30,False,75,37,1,964,,True
31_1237_1238_6,147,117,5,30,False,75,37,1,1238,,True
320_1180_1140_14,106,75,5,30,False,57,28,1,1180,,True
321_237_238_4,118,87,5,28,False,67,33,1,237,,True
322_86_1099_58,98,68,5,28,False,43,21,1,1099,below_floor,False
323_237_939_58,95,65,5,28,False,42,21,0,237,below_floor,False
324_114_433_55,116,86,5,29,False,60,30,0,433,,True
325_237_1099_37,128,98,5,30,False,71,35,1,1099,,True
326_500_1099_6,120,89,5,30,False,62,31,0,1099,,True
327_238_112_58,114,82,5,30,False,63,31,1,238,,True
328_237_124_37,118,83,5,27,False,62,31,0,237,,True
329_500_86_37,110,78,5,28,False,56,28,0,86,,True
32_113_1238_18,124,94,5,30,False,76,38,0,1238,,True
330_939_1180_55,106,75,5,29,False,56,28,0,939,,True
331_237_500_22,116,86,5,29,False,56,28,0,237,,True
332_451_579_46,117,87,5,30,False,60,30,0,579,,True
333_68_69_35,128,96,5,29,False,64,32,0,68,,True
334_479_582_19,148,118,5,30,False,77,38,1,582,,True
335_939_838_22,99,69,5,27,False,44,22,0,939,below_floor,False
336_84_433_23,102,72,5,30,False,47,23,1,433,below_floor,False
337_238_695_55,109,79,5,30,False,60,30,0,238,,True
338_1210_1291_38,148,117,5,30,False,79,39,1,1291,,True
339_1339_51_44,113,83,5,29,False,59,29,1,1339,,True
33_1135_829_46,100,70,5,30,False,51,25,1,829,,True
340_1509_1081_6,88,58,5,27,False,39,19,1,1509,below_floor,False
341_479_914_6,146,100,5,27,False,65,32,1,914,,True
342_300_301_30,119,88,5,30,False,74,37,0,301,,True
343_610_144_30,105,75,5,30,False,51,25,1,610,,True
344_1531_1532_40,112,82,5,27,False,51,25,1,1531,,True
345_1440_1441_40,103,71,5,25,False,50,25,0,1440,,True
346_479_238_40,140,109,5,30,False,86,43,0,238,,True
347_816_112_42,99,68,5,28,False,46,23,0,112,below_floor,False
348_448_718_26,125,95,5,30,False,77,38,1,448,,True
349_914_127_40,141,110,5,25,False,76,38,0,914,,True
34_1135_829_58,109,79,5,27,False,62,31,0,1135,,True
350_816_215_7,104,74,5,30,False,64,32,0,816,,True
351_626_627_25,109,77,5,28,False,56,28,0,627,,True
352_474_563_49,128,97,5,29,False,67,33,1,474,,True
353_51_718_40,110,80,5,28,False,69,34,1,718,,True
354_864_1301_40,109,79,5,30,False,50,25,0,864,,True
355_1291_563_30,115,85,5,30,False,66,33,0,563,,True
356_47_1301_57,112,79,5,28,False,53,26,1,1301,,True
357_119_120_0,141,111,5,30,False,73,36,1,119,,True
358_846_1404_0,127,95,5,28,False,71,35,1,846,,True
359_718_972_0,136,101,5,30,False,76,38,0,718,,True
35_84_85_3,120,83,5,28,False,55,27,1,85,,True
360_474_149_40,113,80,5,28,False,60,30,0,474,,True
361_1291_112_57,109,79,5,27,False,66,33,0,112,,True
362_851_961_57,108,78,5,30,False,64,32,0,851,,True
